monto_reclamado,cantidad_siniestros_previos,debt_ratio,bounced_checks,antiguedad_como_cliente_meses,zona_de_riesgo,imagenes_sospechosas,telefono_repetido_con_otro_cliente,proveedor_repetido,historial_fraude_confirmado,credit_score,fraude
534588.0,1,0.08695902541396873,1,127,1,0,0,0,0,596,0
133514.0,1,0.0,0,26,0,0,0,0,0,543,0
88397.0,0,0.0171637382160678,0,110,1,0,0,0,0,663,0
361045.0,0,0.09121265377855887,1,9,0,0,1,0,0,475,0
454341.0,2,0.07158407785430439,0,34,0,0,1,0,0,823,0
29100.0,0,0.06900288476228421,0,58,1,0,1,0,0,792,0
151428.0,1,0.06368066374778569,0,22,1,0,0,0,0,499,0
218005.0,0,0.04894170125400647,1,80,0,1,0,0,0,788,0
343781.0,0,0.02270943518702929,0,74,1,0,0,0,0,477,0
127983.0,0,0.02534554498863526,0,63,1,0,0,1,0,823,0
582322.0,2,0.12817959983323957,0,21,0,0,1,0,0,575,0
202810.0,1,0.015522425119788427,0,93,0,0,0,0,0,909,0
389757.0,3,0.04638306136970668,0,41,0,0,0,0,0,693,0
444175.0,2,0.08071369125371342,1,109,0,0,0,1,0,471,0
94614.0,1,0.1983473614332429,0,40,0,0,0,0,0,459,0
211802.0,0,0.0,1,20,0,0,0,0,0,573,0
164467.0,0,0.10546132266430074,0,66,0,0,0,0,0,615,0
